filename,DensityFeatures__vpa,DensityFeatures__packing fraction,GlobalSymmetryFeatures__spacegroup_num,GlobalSymmetryFeatures__n_symmetry_ops,ChemicalOrdering__mean ordering parameter shell 1,ChemicalOrdering__mean ordering parameter shell 3,MaximumPackingEfficiency__max packing efficiency,StructuralComplexity__structural complexity per atom,StructuralComplexity__structural complexity per cell,AtomicOrbitals__HOMO_energy,AtomicOrbitals__LUMO_energy,AtomicPackingEfficiency__mean simul. packing efficiency,AtomicPackingEfficiency__mean abs simul. packing efficiency,AtomicPackingEfficiency__dist from 1 clusters |APE| < 0.010,CohesiveEnergy__cohesive energy,ElectronegativityDiff__std_dev EN difference,ElementProperty_magpie__MagpieData mode MendeleevNumber,ElementProperty_magpie__MagpieData minimum AtomicWeight,ElementProperty_magpie__MagpieData maximum Row,ElementProperty_magpie__MagpieData mean Electronegativity,ElementProperty_magpie__MagpieData mean NsValence,ElementProperty_magpie__MagpieData avg_dev NsValence,ElementProperty_magpie__MagpieData avg_dev NpValence,ElementProperty_magpie__MagpieData maximum NdValence,ElementProperty_magpie__MagpieData avg_dev NdValence,ElementProperty_magpie__MagpieData mode NdValence,ElementProperty_magpie__MagpieData mean NfValence,ElementProperty_magpie__MagpieData avg_dev NfValence,ElementProperty_magpie__MagpieData avg_dev NValence,ElementProperty_magpie__MagpieData range NpUnfilled,ElementProperty_magpie__MagpieData avg_dev NpUnfilled,ElementProperty_magpie__MagpieData mode NpUnfilled,ElementProperty_magpie__MagpieData maximum NdUnfilled,ElementProperty_magpie__MagpieData minimum NUnfilled,ElementProperty_magpie__MagpieData avg_dev NUnfilled,ElementProperty_magpie__MagpieData mode NUnfilled,ElementProperty_magpie__MagpieData minimum GSvolume_pa,ElementProperty_magpie__MagpieData mode GSvolume_pa,ElementProperty_magpie__MagpieData avg_dev GSbandgap,ElementProperty_magpie__MagpieData mode GSbandgap,ElementProperty_magpie__MagpieData minimum SpaceGroupNumber,ElementProperty_magpie__MagpieData maximum SpaceGroupNumber,ElementProperty_magpie__MagpieData mode SpaceGroupNumber,ElementProperty_matminer__PymatgenData maximum block,ElementProperty_matminer__PymatgenData std_dev electrical_resistivity,ElementProperty_matminer__PymatgenData minimum velocity_of_sound,ElementProperty_matminer__PymatgenData maximum velocity_of_sound,ElementProperty_matminer__PymatgenData mean thermal_conductivity,ElementProperty_matminer__PymatgenData std_dev thermal_conductivity,ElementProperty_matminer__PymatgenData minimum bulk_modulus,ElementProperty_matminer__PymatgenData range bulk_modulus,ElementProperty_matminer__PymatgenData minimum coefficient_of_linear_thermal_expansion,ElementProperty_matminer__PymatgenData range coefficient_of_linear_thermal_expansion,ElementProperty_mp_transport__TransportData maximum sigma_n,ElementProperty_mp_transport__TransportData mode S_p,ElementProperty_mp_transport__TransportData maximum S_n,ElementProperty_mp_transport__TransportData maximum PF_n,ElementProperty_mp_transport__TransportData maximum m_p,ElementProperty_mp_transport__TransportData minimum m_n,ElementProperty_mp_transport__TransportData mode m_n,Miedema__Miedema_deltaH_ss_min,OxidationStates_deml__minimum oxidation state,OxidationStates_deml__maximum oxidation state,WenAlloys__Radii local mismatch,WenAlloys__Total weight,WenAlloys__Lambda entropy,WenAlloys__Electronegativity local mismatch,WenAlloys__Mixing enthalpy,WenAlloys__Interant electrons,WenAlloys__Interant s electrons,WenAlloys__Interant d electrons,WenAlloys__Shear modulus mean
GaI3,44.59437109,0.244901385,14,4,0.225506088,0.060076273,0.193766129,2.0,32.0,-0.267904,-0.267904,-0.010743346,0.010743346,0.0,2.319128723,0.0,96,69.723,5,2.4475,2.0,0.0,1.5,10,0.0,10,0.0,0.0,1.5,4,1.5,1,0,1,1.5,1,18.8575,43.015,0.39825,1.062,64,64,64,2,9192388.155,2740.0,3505.7375,7.58675,20.18860571,7.7,83.0942029,1.63e-05,0.000103724,161461.5099,763.0549179,-39.61564416,20.63066982,0.000173757,-0.000457883,-0.000457883,-0.334401046,-1.0,3.0,3.71914557,1801.74564,-1.404665594,0.008886986,10.65268265,6,0,0,49.10743151
GdCl3,24.53803782,0.376918841,176,12,0.200093685,0.09509101,0.476704438,0.811278124,6.490224996,-0.32038,-0.32038,-0.011091787,0.011091787,0.0,4.785957163,0.0,94,35.453,6,2.67,2.0,0.0,1.875,1,0.375,0,1.75,2.625,1.125,1,0.375,1,9,1,5.625,1,24.4975,24.4975,0.934875,2.493,64,194,64,3,7.071066886,206.0,2680.0,2.756675,7.771881343,1.1,36.9,9.4e-06,6.88e-06,177291.5435,778.0546601,-422.8301557,6.781106785,0.00015798,-0.000568144,-0.000568144,-0.145784534,-1.0,3.0,4.15585443,527.218,-1.289243303,0.159863014,10.65268265,13,0,1,45.30743151
GeBr2,30.49163188,0.228723775,136,16,0.357173309,0.074294884,0.377682614,0.918295834,5.509775004,-0.295334,-0.149882,-0.008314722,0.018303372,0.042854956,2.670538141,0.0,95,72.64,4,2.643333333,2.0,0.0,1.333333333,10,0.0,10,0.0,0.0,1.333333333,3,1.333333333,1,0,1,1.333333333,1,23.005,29.48,0.477333333,1.457,64,225,64,2,55154328933.0,3505.7375,5400.0,20.08,42.34155406,1.9,88.8942029,6e-06,1.03e-05,112438.0625,799.3423707,-114.8107851,20.35038171,0.00024795,-0.000469544,-0.000469544,-0.348302439,-1.0,2.0,8.852320675,464.896,-0.296480428,0.110532725,12.62540166,7,0,0,48.40438356
GeCl4,31.43536149,0.158651853,14,4,0.169358443,0.116038883,0.157739165,2.321928095,46.4385619,-0.32038,-0.32038,0.001080904,0.009976516,0.094280904,3.310285853,0.0,94,35.453,4,2.93,2.0,0.0,0.96,10,3.2,0,0.0,0.0,2.24,3,0.96,1,0,1,0.96,1,23.005,24.4975,0.6752,2.493,64,225,64,2,7.070714258,206.0,5400.0,12.00712,42.42011362,1.1,89.6942029,6e-06,1.03e-05,112438.0625,778.0546601,-114.8107851,20.35038171,0.00024795,-0.000568144,-0.000568144,-0.247118493,-1.0,4.0,6.373670886,857.808,-0.348652116,0.079583562,9.090289193,7,0,0,50.23726027
GeI2,38.12710776,0.272503505,164,12,0.349537787,0.067631788,0.376579958,2.281036113,20.52932501,-0.267904,-0.149882,-0.008314722,0.018303372,0.042854956,2.618326204,0.0,96,72.64,5,2.443333333,2.0,0.0,1.333333333,10,0.0,10,0.0,0.0,1.333333333,3,1.333333333,1,0,1,1.333333333,1,23.005,43.015,0.301777778,1.062,64,225,64,2,9192388.155,3505.7375,5400.0,20.29933333,42.10891593,7.7,83.0942029,6e-06,1.03e-05,112438.0625,763.0549179,-114.8107851,20.35038171,0.00024795,-0.000457883,-0.000457883,-0.348302439,-1.0,2.0,8.852320675,979.34682,-0.296480428,0.110532725,12.62540166,7,0,0,48.40438356
GeI4,46.5208914,0.232830415,205,24,0.127100968,0.08836527,0.180185067,1.370950594,54.83802378,-0.267904,-0.267904,0.001080904,0.009976516,0.094280904,2.244300152,0.0,96,72.64,5,2.53,2.0,0.0,0.96,10,0.0,10,0.0,0.0,0.96,3,0.96,1,0,1,0.96,1,23.005,43.015,0.21728,1.062,64,225,64,2,9192388.155,3505.7375,5400.0,12.3592,42.10891593,7.7,83.0942029,6e-06,1.03e-05,112438.0625,763.0549179,-114.8107851,20.35038171,0.00024795,-0.000457883,-0.000457883,-0.247118493,-1.0,4.0,6.373670886,4642.06304,-0.348652116,0.079583562,9.090289193,7,0,0,50.23726027
GeO2,13.58027093,0.245228005,152,6,0.335048924,0.080360015,0.204802572,0.918295834,8.264662506,-0.338381,-0.338381,-0.009224013,0.009224013,1.49e-08,5.17332233,0.0,87,15.9994,4,2.963333333,2.0,0.0,0.888888889,10,4.444444444,0,0.0,0.0,3.555555556,2,0.888888889,2,0,2,0.888888889,2,9.105,9.105,0.170222222,0.0,12,225,12,2,17247200000000.0,317.5,5400.0,20.01772,42.40761197,90.7942029,0.0,6e-06,1.03e-05,112438.0625,736.7362453,-114.8107851,20.35038171,0.00024795,-0.000478495,-0.000478495,-0.348302439,-2.0,4.0,11.11111111,313.9164,-0.061983889,0.110532725,12.62540166,6,0,0,48.40438356
HfCl4,28.85117789,0.224279869,13,4,0.230257671,0.135607715,0.242832759,1.521928095,15.21928095,-0.32038,-0.166465,0.009918564,0.020016811,0.424264069,4.732099309,0.0,94,35.453,6,2.788,2.0,0.0,1.6,2,0.64,0,2.8,4.48,3.52,1,0.32,1,8,1,2.24,1,22.2,24.4975,0.79776,2.493,64,194,64,3,7.071067578,206.0,3010.0,4.60712,16.25716272,1.1,108.9,5.9e-06,1.04e-05,197540.2814,778.0546601,-39.59749363,19.45820627,0.000143604,-0.000568144,-0.000568144,-0.23123912,-1.0,4.0,0.666329114,640.604,-35.865324,0.072416438,9.090289193,7,0,2,52.98326027
HgBr2,33.90233665,0.264273029,143,3,0.344310983,0.076267519,0.346829499,2.113283334,19.01955001,-0.295334,-0.205137,0.023962752,0.023962752,1.0,1.865436916,0.0,95,79.904,6,2.64,2.0,0.0,2.222222222,10,0.0,10,4.666666667,6.222222222,4.0,1,0.444444444,1,0,0,0.444444444,1,25.23758621,29.48,0.647555556,1.457,64,166,64,3,55154328933.0,1407.0,3505.7375,2.846666667,5.78413347,1.9,23.1,1.63e-05,0.0,227041.6426,799.3423707,-10.09454677,17.95032057,0.000123871,-0.000469544,-0.000469544,0.042382472,-1.0,2.0,0.407876231,1081.194,-165.9587953,0.032754947,12.62540166,5,0,0,38.66105023
HgCl2,28.30774787,0.265118787,62,8,0.427969978,0.032135336,0.228747644,1.584962501,19.01955001,-0.32038,-0.205137,0.023962752,0.023962752,1.0,2.164558957,0.0,94,35.453,6,2.773333333,2.0,0.0,2.222222222,10,4.444444444,0,4.666666667,6.222222222,8.444444444,1,0.444444444,1,0,0,0.444444444,1,24.4975,24.4975,1.108,2.493,64,166,64,3,7.071067132,206.0,1407.0,2.7726,5.862693033,1.1,23.9,1.63e-05,0.0,227041.6426,778.0546601,-10.09454677,17.95032057,0.000123871,-0.000568144,-0.000568144,0.042382472,-1.0,2.0,0.407876231,1085.984,-165.9587953,0.032754947,12.62540166,5,0,0,38.66105023
HgI2,43.52917164,0.284294005,142,32,0.266867149,0.051055536,0.272315917,1.918295834,184.1564001,-0.267904,-0.205137,0.023962752,0.023962752,1.0,1.527950728,0.0,96,126.90447,6,2.44,2.0,0.0,2.222222222,10,0.0,10,4.666666667,6.222222222,4.0,1,0.444444444,1,0,0,0.444444444,1,25.23758621,43.015,0.472,1.062,64,166,64,3,9192388.155,1407.0,3505.7375,3.066,5.551495339,7.7,17.3,1.63e-05,0.0,227041.6426,763.0549179,-10.09454677,17.95032057,0.000123871,-0.000457883,-0.000457883,0.042382472,-1.0,2.0,0.407876231,14540.76608,-165.9587953,0.032754947,12.62540166,5,0,0,38.66105023
I2,42.52799381,0.270269987,64,16,0.0,0.0,0.243162872,0.0,0.0,-0.267904,-0.267904,0.023994,0.023994,1.0,1.11,0.0,96,126.90447,5,2.66,2.0,0.0,0.0,10,0.0,10,0.0,0.0,0.0,0,0.0,1,0,1,0.0,1,43.015,43.015,0.0,1.062,64,64,64,2,0.0,3505.7375,3505.7375,0.449,0.0,7.7,0.0,1.63e-05,0.0,-61668.0803,763.0549179,-662.9199895,4.415443173,-0.000457804,-0.000457883,-0.000457883,-0.071470892,0.0,0.0,0.0,1015.23576,0.0,0.0,1e-06,5,0,0,52.98657534
InBr,32.52183158,0.33776015,63,16,0.572045858,0.124161821,0.427514997,1.0,8.0,-0.290497,-0.101782,0.023980122,0.023980122,1.0,2.804811326,0.0,75,79.904,5,2.37,2.0,0.0,2.0,10,0.0,10,0.0,0.0,2.0,4,2.0,1,0,1,2.0,1,24.26,24.26,0.7285,0.0,64,139,64,2,55154328933.0,1215.0,3505.7375,41.06,57.89790324,1.9,88.8942029,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,12.52890978,0.000136286,-0.000469544,-0.000469544,-0.316129385,-1.0,1.0,0.291139241,778.888,-405.2922325,0.038150685,14.20357686,6,0,0,28.35728767
InBr3,32.89045425,0.263833465,12,8,0.183602955,0.112681067,0.312994643,1.5,24.0,-0.295334,-0.290497,0.023983592,0.023983592,1.0,2.784028327,0.0,95,79.904,5,2.665,2.0,0.0,1.5,10,0.0,10,0.0,0.0,1.5,4,1.5,1,0,1,1.5,1,24.26,29.48,0.546375,1.457,64,139,64,2,55154328933.0,1215.0,3505.7375,20.59,57.89790324,1.9,88.8942029,1.63e-05,1.58e-05,205785.0644,799.3423707,45.19519666,12.52890978,0.000136286,-0.000469544,-0.000469544,-0.293024386,-1.0,3.0,0.21835443,1418.12,-436.7547119,0.028613014,10.65268265,6,0,0,40.67193151
InCl,29.30828438,0.337572153,198,12,0.497566245,0.067350327,0.425903123,2.811278124,179.9218,-0.290497,-0.101782,0.023980122,0.023980122,1.0,3.07688211,0.0,75,35.453,5,2.47,2.0,0.0,2.0,10,5.0,0,0.0,0.0,3.0,4,2.0,1,0,1,2.0,1,24.26,24.26,1.2465,0.0,64,139,64,2,7.071067753,206.0,1215.0,41.00445,57.97646281,1.1,89.6942029,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,12.52890978,0.000136286,-0.000568144,-0.000568144,-0.316129385,-1.0,1.0,0.291139241,4808.672,-405.2922325,0.038150685,14.20357686,6,0,0,28.35728767
InCl3,33.95449564,0.207372405,194,24,0.223234285,0.147656638,0.259578059,0.811278124,6.490224996,-0.32038,-0.290497,0.023983592,0.023983592,1.0,3.119722437,0.0,94,35.453,5,2.815,2.0,0.0,1.5,10,3.75,0,0.0,0.0,2.25,4,1.5,1,0,1,1.5,1,24.26,24.4975,0.934875,2.493,64,139,64,2,7.071067753,206.0,1215.0,20.506675,57.97646281,1.1,89.6942029,1.63e-05,1.58e-05,205785.0644,778.0546601,45.19519666,12.52890978,0.000136286,-0.000568144,-0.000568144,-0.293024386,-1.0,3.0,0.21835443,442.354,-436.7547119,0.028613014,10.65268265,6,0,0,40.67193151
InI,37.77989464,0.35855806,63,16,0.573470725,0.125377644,0.464653581,1.0,8.0,-0.267904,-0.101782,0.023980122,0.023980122,1.0,2.467420658,0.0,75,114.818,5,2.22,2.0,0.0,2.0,10,0.0,10,0.0,0.0,2.0,4,2.0,1,0,1,2.0,1,24.26,24.26,0.531,0.0,64,139,64,2,9192388.155,1215.0,3505.7375,41.2245,57.66526511,7.7,83.0942029,1.63e-05,1.58e-05,205785.0644,83.25610532,45.19519666,12.52890978,0.000136286,-0.000457883,-0.000457883,-0.316129385,-1.0,1.0,0.291139241,966.88988,-405.2922325,0.038150685,14.20357686,6,0,0,28.35728767
InI3,46.84276917,0.267280591,14,4,0.219277973,0.053592404,0.225665753,2.0,32.0,-0.267904,-0.267904,0.023983592,0.023983592,1.0,2.243513269,0.0,96,114.818,5,2.44,2.0,0.0,1.5,10,0.0,10,0.0,0.0,1.5,4,1.5,1,0,1,1.5,1,24.26,43.015,0.39825,1.062,64,139,64,2,9192388.155,1215.0,3505.7375,20.83675,57.66526511,7.7,83.0942029,1.63e-05,1.58e-05,205785.0644,763.0549179,45.19519666,12.52890978,0.000136286,-0.000457883,-0.000457883,-0.293024386,-1.0,3.0,0.21835443,1982.12564,-436.7547119,0.028613014,10.65268265,6,0,0,40.67193151
K2C2O4,13.58310769,0.647413628,15,8,0.599470438,0.203782963,0.205159304,2.55034071,112.2149912,-0.338381,-0.338381,0.064198148,0.08163646,0.041160842,5.055896752,0.914676628,87,1.00794,4,2.576363636,1.636363636,0.462809917,1.652892562,0,0.0,0,0.0,0.0,2.049586777,4,1.190082645,2,0,1,0.727272727,2,5.64,9.105,2.857619835,0.0,12,229,12,2,14082300000000.0,317.5,18350.0,43.68126364,70.73814621,3.1,87.6942029,7.1e-06,9.18e-06,34182.10615,736.7362453,-388.4447847,9.602507606,0.001868154,-0.000478495,-0.000478495,1.469092627,-2.0,3.0,32.33350769,736.92352,-0.033131271,0.688379939,22.28453904,8,2,0,106.3711706
K2CO3,15.50764837,1.003328219,14,4,0.658397427,0.246105158,0.276005096,2.584962501,62.03910002,-0.338381,-0.338381,0.053876413,0.053876413,0.204124145,4.949368509,1.223294731,87,12.0107,4,2.418333333,1.666666667,0.444444444,1.666666667,0,0.0,0,0.0,0.0,2.0,4,1.111111111,2,0,1,0.666666667,2,5.64,9.105,1.248888889,0.0,12,229,12,2,15600700000000.0,317.5,18350.0,56.67995667,74.45126019,3.1,87.6942029,7.1e-06,9.18e-06,34182.10615,736.7362453,-388.4447847,9.602507606,0.000835509,-0.000478495,-0.000478495,0.81461452,-2.0,4.0,37.25,552.822,-0.021013675,0.704383562,23.75913242,7,1,0,102.1349543
K2PtCl4,29.14742211,0.569840307,123,16,0.470752138,0.116459526,0.333425188,1.378783493,9.651484454,-0.273634,-0.273634,0.005349738,0.005349738,0.046291005,3.582086064,1.032375901,94,35.453,6,2.365714286,1.571428571,0.489795918,2.448979592,9,2.204081633,0,2.0,3.428571429,4.653061224,1,0.489795918,1,1,1,0.244897959,1,15.02,24.4975,1.221061224,2.493,64,229,64,3,6.546536653,206.0,2680.0,38.86222857,60.44024042,1.1,228.9,8.8e-06,7.48e-06,267657.8464,778.0546601,5.389022257,17.22255457,0.000807487,-0.000568144,-0.000568144,0.296502363,-1.0,2.0,17.360372,415.0926,-0.183505001,0.563477775,12.44432019,16,2,9,39.35947162
K2SO4,15.24603655,0.90901734,62,8,0.629950317,0.278716178,0.273446551,2.521640636,70.60593782,-0.338381,-0.338381,0.074128737,0.07531695,0.101015254,4.431472321,1.244507935,87,15.9994,4,2.568571429,1.714285714,0.408163265,1.632653061,0,0.0,0,0.0,0.0,2.040816327,2,0.816326531,2,0,1,0.408163265,2,9.105,9.105,0.539265306,0.0,12,229,12,2,918401000000000.0,317.5,3505.7375,28.61590286,59.72427391,3.1,87.6942029,1.63e-05,0.0,34148.95083,736.7362453,-388.4447847,9.602507606,0.000807487,-0.000478495,-0.000478495,0.783775587,-2.0,6.0,35.46938776,697.0368,-0.020594529,0.36787811,16.23265927,9,1,0,38.21183953
KAuCl4,31.04880942,0.384681383,7,2,0.448463317,0.079367827,0.272348541,3.584962501,86.03910002,-0.304738,-0.304738,0.022455462,0.028553788,0.033671751,3.042472069,1.216223664,94,35.453,6,2.666666667,1.666666667,0.444444444,2.222222222,10,2.777777778,0,2.333333333,3.888888889,5.333333333,1,0.444444444,1,0,1,0.0,1,16.7,24.4975,1.108,2.493,64,229,64,3,6.666666635,206.0,2000.0,70.00593333,166.3280054,1.1,218.9,1.42e-05,2.08e-06,324361.4986,778.0546601,-36.53975772,21.04207243,0.000807487,-0.000568144,-0.000568144,0.222740041,-1.0,3.0,12.08333333,1511.507476,-0.225515139,0.402777778,13.62540166,7,2,0,40.13188356
KBr,35.75894836,0.712728796,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.295334,-0.088815,0.008023557,0.008023557,0.064282435,3.095192221,0.0,3,39.0983,4,1.89,1.5,0.5,2.5,10,5.0,0,0.0,0.0,8.0,1,0.5,0,0,1,0.0,1,29.48,29.48,0.7285,0.0,64,229,64,2,55154328933.0,2000.0,3505.7375,50.06,70.6258253,1.9,1.2,1.63e-05,0.0,34148.95083,661.9916447,-388.4447847,9.602507606,0.000807487,-0.000469544,-0.000469544,0.658464781,-1.0,1.0,19.04113924,476.0092,-0.14635912,0.450650685,14.20357686,6,1,0,27.13078767
KCl,31.0145278,0.786583446,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.32038,-0.088815,0.008023557,0.008023557,0.064282435,3.414748854,0.0,3,35.453,4,1.99,1.5,0.5,2.5,0,0.0,0,0.0,0.0,3.0,1,0.5,0,0,1,0.0,1,24.4975,24.4975,1.2465,0.0,64,229,64,2,7.071067761,206.0,2000.0,50.00445,70.70438487,1.1,2.0,1.63e-05,0.0,34148.95083,661.9916447,-388.4447847,9.602507606,0.000807487,-0.000568144,-0.000568144,0.658464781,-1.0,1.0,19.04113924,298.2052,-0.14635912,0.450650685,14.20357686,6,1,0,27.13078767
KF,18.70275935,1.206395164,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.415606,-0.088815,0.008023557,0.008023557,0.064282435,3.810885991,0.0,3,18.9984032,4,2.4,1.5,0.5,2.5,0,0.0,0,0.0,0.0,3.0,1,0.5,0,0,1,0.0,1,9.7075,9.7075,0.985,0.0,15,229,15,2,17247200000000.0,2000.0,3505.7375,50.01385,70.69109126,3.1,87.6942029,1.63e-05,0.0,34148.95083,661.9916447,-388.4447847,9.602507606,0.000807487,-0.000605728,-0.000605728,0.658464781,-1.0,1.0,19.04113924,232.3868128,-0.14635912,0.450650685,14.20357686,6,1,0,27.13078767
KHCO3,12.43372333,0.654386699,14,4,0.708415678,0.249529057,0.192804766,2.584962501,62.03910002,-0.338381,-0.338381,0.009039397,0.062663036,0.037113481,5.145262377,0.914676628,87,1.00794,4,2.648333333,1.666666667,0.444444444,1.666666667,0,0.0,0,0.0,0.0,2.0,4,1.111111111,2,0,1,0.666666667,2,5.64,9.105,2.744222222,0.0,12,229,12,2,14082300000000.0,317.5,18350.0,40.04337333,70.67390645,3.1,87.6942029,7.1e-06,9.18e-06,34182.10615,736.7362453,-388.4447847,9.602507606,0.001868154,-0.000478495,-0.000478495,1.418414444,-2.0,4.0,30.90295359,400.46056,-0.03089462,0.649783105,21.09246575,8,2,0,101.9224543
KI,44.45349347,0.630954668,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.267904,-0.088815,0.008023557,0.008023557,0.064282435,2.691989291,0.0,3,39.0983,5,1.74,1.5,0.5,2.5,10,5.0,0,0.0,0.0,8.0,1,0.5,0,0,1,0.0,1,43.015,43.015,0.531,0.0,64,229,64,2,9192388.155,2000.0,3505.7375,50.2245,70.39318717,3.1,4.6,1.63e-05,0.0,34148.95083,661.9916447,-388.4447847,9.602507606,0.000807487,-0.000457883,-0.000457883,0.658464781,-1.0,1.0,19.04113924,664.01108,-0.14635912,0.450650685,14.20357686,6,1,0,27.13078767
LaCl3,26.93356691,0.404938255,176,12,0.207552742,0.092323228,0.50112486,0.811278124,6.490224996,-0.32038,-0.141085,-0.02790717,0.02790717,0.103986291,5.034732885,0.0,94,35.453,6,2.645,2.0,0.0,1.875,1,0.375,0,0.0,0.0,1.5,1,0.375,1,9,1,3.0,1,24.4975,24.4975,0.934875,2.493,64,194,64,3,7.071067377,206.0,2475.0,3.256675,9.186094905,1.1,26.9,1.21e-05,4.18e-06,135075.0225,778.0546601,-127.17393,10.97609414,0.000209295,-0.000568144,-0.000568144,-0.20010405,-1.0,3.0,6.21835443,490.52894,-0.595887163,0.165488014,10.65268265,6,0,1,43.46743151
LaI3,41.39230346,0.395855457,63,16,0.238514225,0.067941771,0.437356766,1.5,24.0,-0.267904,-0.141085,-0.02790717,0.02790717,0.103986291,3.78098206,0.0,96,126.90447,6,2.27,2.0,0.0,1.875,10,3.375,10,0.0,0.0,5.25,1,0.375,1,9,1,3.0,1,36.8975,43.015,0.39825,1.062,64,194,64,3,9192388.155,2475.0,3505.7375,3.58675,8.874897211,7.7,20.3,1.21e-05,4.18e-06,135075.0225,763.0549179,-127.17393,10.97609414,0.000209295,-0.000457883,-0.000457883,-0.20010405,-1.0,3.0,6.21835443,2078.47552,-0.595887163,0.165488014,10.65268265,6,0,1,43.46743151
LiAlH4,11.58245296,0.305247384,14,4,0.385968265,0.095309067,0.212000259,2.584962501,62.03910002,-0.233471,-0.233471,-0.010568891,0.030341967,0.286744176,3.372563941,0.445477272,92,1.00794,3,1.898333333,1.166666667,0.277777778,0.277777778,0,0.0,0,0.0,0.0,0.555555556,5,1.388888889,0,0,1,1.111111111,1,6.615,6.615,3.490222222,7.853,194,229,194,2,16260800000000.0,1270.0,6000.0,53.45366667,122.8906878,11.0,79.7942029,1.63e-05,2.97e-05,157354.8977,738.6523347,-37.09278318,16.80903446,0.001868154,0.000178927,0.001864669,1.121684443,-1.0,3.0,1.935654008,151.8171944,-7.500312002,0.409722222,15.11111111,3,2,0,5.136333333
LiF,8.511075617,0.780961767,225,192,1.0,1.0,0.523598776,1.0,8.0,-0.415606,-0.10554,0.023958846,0.023958846,1.0,4.399395454,0.0,1,6.941,2,2.48,1.5,0.5,2.5,0,0.0,0,0.0,0.0,3.0,1,0.5,0,0,1,0.0,1,9.7075,9.7075,0.985,0.0,15,229,15,2,17247200000000.0,3505.7375,6000.0,42.51385,60.08448954,11.0,79.7942029,1.63e-05,2.97e-05,46519.55126,456.1031619,-379.8658599,8.0926106,0.000646068,-0.000605728,-0.000605728,0.155525834,-1.0,1.0,0.458860759,103.7576128,-160.003428,0.300650685,14.20357686,6,1,0,28.60728767
Mg(NO3)2,9.662866363,0.107630828,14,4,0.959478091,0.18234922,0.084642221,3.791924539,204.7639251,-0.338381,-0.338381,-0.026283309,0.026283309,0.03307556,4.428328778,0.653184507,87,1.00794,3,2.78037037,1.555555556,0.49382716,1.925925926,0,0.0,0,0.0,0.0,2.386831276,3,1.069958848,0,0,0,0.609053498,1,6.615,6.615,3.820109739,0.0,12,194,12,2,5956300000000.0,317.5,4602.0,6.019874815,39.04809632,45.0,45.7942029,8.2e-06,8.08e-06,198823.3252,736.7362453,-56.0521824,16.49091304,0.001868154,-0.000737103,-0.000478495,1.431485105,-2.0,5.0,22.62596586,512.81296,-0.050532085,0.421802432,19.12013079,8,1,0,24.192552
MgI2,36.10967201,0.342708251,164,12,0.340655955,0.073587837,0.367897324,0.918295834,2.754887502,-0.267904,-0.175427,0.000495138,0.014114234,0.033671751,2.547111625,0.0,96,24.305,5,2.21,2.0,0.0,2.222222222,10,4.444444444,10,0.0,0.0,6.666666667,1,0.444444444,1,0,0,0.444444444,1,22.89,43.015,0.472,1.062,64,194,64,2,9192388.155,3505.7375,4602.0,53.63266667,112.819594,7.7,37.3,8.2e-06,8.08e-06,198823.3252,763.0549179,-56.0521824,16.49091304,0.000141288,-0.000457883,-0.000457883,0.075001336,-1.0,2.0,1.369901547,278.11394,-15.22877706,0.13391172,12.62540166,5,0,0,41.11105023
MgSO4,10.95842457,0.333762573,63,16,0.391530837,0.11427295,0.190258743,1.918295834,46.03910002,-0.338381,-0.338381,0.045234669,0.045234669,0.024014605,4.862174846,0.898025612,87,15.9994,3,2.941666667,2.0,0.0,1.111111111,0,0.0,0,0.0,0.0,1.111111111,2,0.555555556,2,0,0,0.555555556,2,9.105,9.105,0.611666667,0.0,12,194,12,2,1043880000000000.0,317.5,4602.0,26.71855333,84.29463861,7.7,83.0942029,8.2e-06,8.08e-06,198823.3252,736.7362453,-56.0521824,16.49091304,0.000141288,-0.000478495,-0.000478495,0.09617303,-2.0,6.0,16.58333333,481.4704,-0.0420564,0.083694825,14.20357686,8,0,0,47.04881279
Mn(NO3)2,12.4209443,0.171962283,205,24,0.369788324,0.119061405,0.123554117,1.224394445,44.07820003,-0.26654,-0.26654,0.001396556,0.018623362,0.03928371,4.274134866,1.053589104,87,14.0067,4,3.141111111,2.0,0.0,0.888888889,5,0.987654321,0,0.0,0.0,0.395061728,3,0.444444444,2,5,2,0.740740741,2,9.105,9.105,2.225135802,0.0,12,217,12,3,10908100000000.0,317.5,5150.0,0.890126667,3.476462987,90.7942029,29.2057971,1.63e-05,5.42e-06,154367.6018,736.7362453,435.9231652,17.63882657,0.000183929,-0.000737103,-0.000478495,0.067347767,-2.0,6.0,7.703703704,715.79138,-0.086065784,0.504853712,24.37848808,12,0,5,43.82660578
