Z_product,Z_joint,Z_ops,T_inj,T_rea,t,alpha_inorg,beta_inorg,alpha_org,beta_org,Size
0.59674144,-1.2662956,-1.0646347,160.0,210.0,40.0,0.805655,0.19434503,0.67949945,0.32050055,5.3
1.1545055,-0.52687377,-0.16158941,210.0,210.0,0.33,0.78250057,0.21749948,0.69922364,0.30077633,5.06
1.635114,-1.1653184,0.060716927,25.0,200.0,1080.0,0.9798868,0.020113172,0.035125595,0.9648743,2.8
0.90532935,-1.648314,-0.656155,180.0,180.0,15.0,0.8021623,0.19783776,0.6808905,0.31910953,5.0
1.3474181,-0.27358013,-0.31661457,25.0,235.0,20.0,0.81426334,0.18573669,0.74571437,0.25428563,10.92
0.58865166,-1.5397785,-0.47326294,160.0,150.0,40.0,0.82222223,0.17777775,0.649375,0.35062498,5.9
-4.718985,0.2589189,-1.1824219,25.0,210.0,60.0,0.8336921,0.1663079,0.70201564,0.29798442,33.85
1.1545055,-0.32426694,-0.23755111,160.0,160.0,20.0,0.81290567,0.18709427,0.6726391,0.3273609,14.84
1.1545055,-0.48003894,0.41992128,160.0,160.0,10.0,0.8095188,0.19048113,0.6815289,0.31847107,4.4
1.976955,-0.08287128,0.2415279,105.0,105.0,180.0,0.8789555,0.12104453,0.50543475,0.49456525,10.02
0.66863286,-1.1714766,0.20186782,23.0,23.0,1440.0,0.9933554,0.006644627,0.005636232,0.9943638,5.8
-0.5411444,-1.346683,0.07702926,25.0,80.0,60.0,0.86403054,0.13596949,0.63738364,0.36261636,7.1
-4.6714673,-1.5197643,1.0874283,25.0,100.0,15.0,0.8472473,0.15275274,0.6882739,0.31172612,10.94
-0.044617105,-1.3542682,-1.3329856,270.0,270.0,10.0,0.7553664,0.24463367,0.70191985,0.29808015,7.6
-5.736084,-0.58495945,-0.70716405,240.0,240.0,2.0,0.7679675,0.23203248,0.7032661,0.2967339,41.12
-1.357976,-1.5273588,-0.09286127,200.0,200.0,1.0,0.78765047,0.21234958,0.6968165,0.3031835,11.74
2.5952103,-0.877646,-1.0266223,260.0,260.0,3.0,0.75786334,0.2421367,0.7060392,0.2939608,5.61
2.146338,-0.9612695,-1.511874,25.0,320.0,60.0,0.80397946,0.19602057,0.75114775,0.24885225,8.71
-0.95423,-2.3898237,-1.7916462,280.0,280.0,60.0,0.7701182,0.22988182,0.6596749,0.34032512,6.19
3.1271765,-0.75228226,-0.6994933,190.0,190.0,22.0,0.8000015,0.19999845,0.6765802,0.3234198,3.8500001
-2.3938437,-0.30470917,-0.30076337,25.0,260.0,5.0,0.80205274,0.19794725,0.76731306,0.23268692,21.439999
1.1545055,-0.4992114,-0.102240324,180.0,180.0,5.0,0.79862905,0.20137091,0.68965966,0.31034037,7.9100003
-2.724994,-0.89515686,-1.4494979,260.0,290.0,10.0,0.75058854,0.2494115,0.71409386,0.2859061,21.1
3.3381593,-0.33613566,0.10721126,140.0,140.0,180.0,0.86771834,0.13228163,0.51304054,0.4869595,4.9100003
1.1545055,-0.46758538,-0.3244033,180.0,180.0,10.0,0.8004015,0.19959849,0.6852916,0.31470844,7.9700003
-4.0793114,0.21504837,1.0493019,120.0,120.0,0.0167,0.8236057,0.17639427,0.68278897,0.31721103,23.699999
1.5016501,-1.7866117,-0.9573493,170.0,170.0,60.0,0.8217757,0.17822431,0.6378849,0.36211506,2.9000003
-3.4589436,0.09167179,-1.511874,25.0,320.0,60.0,0.80397946,0.19602057,0.75114775,0.24885225,30.800001
0.71945286,-1.0967194,-1.3501378,180.0,180.0,60.0,0.8174826,0.18251744,0.639891,0.36010894,8.9
1.1545055,-0.50065875,0.93464243,140.0,140.0,5.0,0.81666446,0.18333557,0.68216664,0.31783336,5.4
-0.5411444,1.7653505,-0.56405246,210.0,210.0,15.0,0.7879716,0.21202838,0.68653154,0.31346843,23.0
-3.256619,-0.4937257,-0.19789979,210.0,210.0,2.0,0.78312844,0.21687153,0.6977936,0.30220637,28.210001
0.71945286,-1.449763,0.3117288,50.0,50.0,60.0,0.86725587,0.13274409,0.6134531,0.3865469,3.6000001
3.6051545,-0.687262,-0.6575252,185.0,185.0,15.0,0.7998477,0.2001522,0.6818344,0.31816557,2.6000001
0.84679663,-0.78135884,0.93464243,140.0,140.0,5.0,0.81666446,0.18333557,0.68216664,0.31783336,6.4
-0.33699745,-1.126229,1.2347941,90.0,90.0,4.0,0.83711284,0.16288716,0.67356104,0.32643893,5.0
-2.2384,-0.28544408,-1.511874,25.0,320.0,60.0,0.80397946,0.19602057,0.75114775,0.24885225,23.45
-0.85213614,-1.6903704,-1.2622933,25.0,220.0,60.0,0.8311473,0.16885267,0.70670706,0.29329294,7.33
0.84679663,-0.7829984,0.8438781,140.0,140.0,15.0,0.81995255,0.18004751,0.6732861,0.32671392,8.2
-0.26067558,1.3087684,1.44066,25.0,25.0,0.0167,0.8601883,0.13981164,0.6646335,0.33536646,34.55
1.541404,-1.8682941,-1.1958852,25.0,310.0,30.0,0.7962873,0.20371266,0.7692706,0.23072942,5.0
0.09432659,-1.1456792,-0.1595222,250.0,200.0,10.0,0.7818936,0.21810645,0.6740184,0.32598156,9.28
3.1271765,-1.1134627,-1.2678825,270.0,270.0,180.0,0.8180821,0.18191794,0.54121,0.45879003,3.36
-0.9795832,-0.90000147,-1.0266223,260.0,260.0,3.0,0.75786334,0.2421367,0.7060392,0.2939608,16.52
3.6051545,-1.2877584,-1.6642675,300.0,300.0,30.0,0.74735415,0.25264582,0.69023556,0.30976447,2.6699998
-1.0247155,-1.705901,-1.2622933,25.0,220.0,60.0,0.8311473,0.16885267,0.70670706,0.29329294,29.2
3.1271765,-0.9101176,-0.3244033,180.0,180.0,10.0,0.8004015,0.19959849,0.6852916,0.31470844,3.6999996
0.2470844,2.1282852,0.13973635,100.0,100.0,60.0,0.84963083,0.1503692,0.6237106,0.37628946,28.07
0.59674144,-1.4847672,-1.1374263,25.0,200.0,60.0,0.836206,0.16379397,0.6972812,0.30271876,6.1
-4.704038,1.6977695,0.13973635,100.0,100.0,60.0,0.84963083,0.1503692,0.6237106,0.37628946,36.55
0.096579924,0.14948593,-1.9122337,278.0,275.0,90.0,0.78357226,0.21642774,0.6298012,0.37019885,21.5
1.541404,-2.399742,-1.9537802,330.0,330.0,60.0,0.74341154,0.25658852,0.6693669,0.3306331,3.91
-4.05594,-1.8619822,1.2449558,25.0,25.0,20.0,0.8654192,0.13458076,0.64628685,0.35371312,10.6
-1.83271,-1.3049663,0.58714324,170.0,170.0,0.05,0.80152315,0.1984769,0.69210106,0.30789894,10.38
1.6293457,-1.9019815,-0.69473785,240.0,240.0,1.42,0.7677389,0.23226112,0.703758,0.296242,1.9000003
-0.3575185,-0.6556853,0.021582652,180.0,180.0,1.0,0.79720265,0.20279734,0.6931299,0.30687007,7.5
1.1545055,-0.46676025,-0.33059567,200.0,200.0,10.0,0.7909605,0.20903951,0.6890301,0.31096992,10.2
2.084927,-1.2120641,0.12387954,110.0,110.0,90.0,0.8543351,0.14566492,0.5967735,0.40322646,1.8
-2.3938437,-0.9698793,-0.7076906,25.0,250.0,30.0,0.8134682,0.18653172,0.7444101,0.2555899,12.19
-0.14797877,-1.5131286,0.97092843,150.0,130.0,4.0,0.81744665,0.18255335,0.6751231,0.3248769,4.6000004
-4.42991,-2.100713,-0.12770341,105.0,185.0,30.0,0.8183041,0.18169586,0.6925139,0.30748612,22.82
0.9524719,-0.04961516,1.1857293,100.0,100.0,0.0167,0.83188576,0.16811424,0.6790104,0.3209896,6.76
1.1545055,-0.55687183,-1.3501378,180.0,180.0,60.0,0.8174826,0.18251744,0.639891,0.36010894,7.92
-0.3575185,-0.65782684,-0.5064938,230.0,230.0,1.0,0.77271384,0.22728617,0.7022992,0.29770088,17.0
-2.0690117,-1.7290504,-0.48725542,230.0,230.0,0.0833,0.7723576,0.2276424,0.7030779,0.29692215,11.85
-2.64964,-0.7551555,-0.9663924,260.0,260.0,0.167,0.7567117,0.24328832,0.7084243,0.29157567,22.39
2.287703,-1.6230594,-1.5276182,300.0,300.0,10.0,0.7389116,0.26108834,0.70734894,0.29265106,6.34
2.084927,-1.2474104,-1.0325394,180.0,240.0,10.0,0.7823391,0.2176609,0.7136907,0.2863093,7.5
2.3349266,-1.3773524,-1.6642675,300.0,300.0,30.0,0.74735415,0.25264582,0.69023556,0.30976447,4.6600003
2.146338,-1.338341,-1.4374304,320.0,320.0,3.0,0.7244727,0.2755273,0.71674997,0.28325006,5.5
-0.41446418,-0.93646127,1.1793938,100.0,100.0,8.0,0.8343405,0.16565952,0.6718946,0.3281054,10.4
-4.718985,0.024591358,-1.4227335,320.0,320.0,2.0,0.72403103,0.27596897,0.7175747,0.28242528,33.06
-0.53533745,1.0527304,0.266985,80.0,80.0,480.0,0.938118,0.061881993,0.22796495,0.772035,18.17
0.64739835,0.80717885,-0.6429157,230.0,230.0,6.0,0.77465004,0.22534996,0.69803107,0.3019689,28.609999
0.7273143,-0.653099,-1.3198601,25.0,320.0,40.0,0.7969149,0.20308511,0.7660367,0.23396334,12.27
-1.4500655,-0.5368883,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,16.039999
0.9524719,-0.09784554,-0.6962879,170.0,170.0,30.0,0.8118502,0.18814977,0.6655619,0.33443812,11.38
1.635114,-0.9453144,-0.45647243,25.0,150.0,60.0,0.84831923,0.15168072,0.6729891,0.327011,14.7
0.5450627,-0.62300676,-0.102240324,180.0,180.0,5.0,0.79862905,0.20137091,0.68965966,0.31034037,10.8
0.51824915,-1.8773686,-0.1962811,25.0,120.0,60.0,0.8552279,0.14477213,0.6579441,0.34205592,4.0000005
-5.9449954,-1.5856239,1.0278614,120.0,120.0,5.0,0.8252011,0.17479888,0.6783841,0.32161584,30.0
2.084927,-1.2407794,-1.1953945,180.0,240.0,30.0,0.78977686,0.2102231,0.69678915,0.30321082,8.1
0.71945286,-1.079553,0.10025814,140.0,140.0,40.0,0.827971,0.17202903,0.65054417,0.3494558,6.42
0.9524719,-0.30412513,-1.0927854,25.0,190.0,60.0,0.8386894,0.16131066,0.6925046,0.3074954,13.81
-2.9549325,-1.474939,-0.88896877,250.0,250.0,3.0,0.7631524,0.23684756,0.7042312,0.29576874,17.02
-3.256619,-0.4402894,0.8894808,25.0,180.0,5.0,0.82420707,0.17579293,0.7335994,0.26640058,17.94
-1.7298888,-0.28783205,-1.63568,90.0,280.0,120.0,0.82445574,0.17554426,0.66390204,0.33609793,18.4
-3.9004056,-0.83499753,-1.5434659,25.0,280.0,60.0,0.8152249,0.18477511,0.733924,0.266076,19.93
-0.30550376,-1.0798943,1.3515965,70.0,70.0,2.0,0.84429765,0.15570231,0.671522,0.32847798,6.0000005
0.9524719,-1.5988986,0.7990019,25.0,140.0,2.0,0.8336127,0.16638725,0.71809685,0.28190312,2.8
-1.6978815,-1.0024956,-0.6499548,25.0,285.0,0.0167,0.7929084,0.20709164,0.7807065,0.21929346,14.0
-2.0236852,-1.3542362,0.5864473,170.0,170.0,0.0833,0.80153483,0.19846515,0.6920722,0.3079278,14.67
0.7273143,-1.6998671,-1.8963301,280.0,280.0,120.0,0.79276484,0.20723514,0.60297537,0.39702466,8.62
1.4979689,-1.9406543,-1.464368,25.0,330.0,60.0,0.8010885,0.1989115,0.7553353,0.24466473,4.1000004
-2.745534,0.6913789,0.9733883,130.0,130.0,5.0,0.82097256,0.17902744,0.68027836,0.31972167,24.57
1.1545055,-0.1581893,0.41992128,160.0,160.0,10.0,0.8095188,0.19048113,0.6815289,0.31847107,10.06
-0.1224958,-1.9189733,-1.6811731,25.0,230.0,90.0,0.83779126,0.16220877,0.685678,0.31432196,10.26
0.12961115,-0.7105569,-1.0878835,250.0,250.0,20.0,0.7698807,0.2301193,0.6896331,0.3103669,12.8
0.28806418,-0.6812364,-0.073537044,200.0,200.0,0.083,0.7873111,0.21268897,0.69760364,0.30239636,10.72
1.8197242,-1.4170395,-0.97243303,260.0,260.0,0.5,0.75684726,0.24315275,0.70814455,0.29185542,4.4
-1.4500655,-0.6362,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,16.619999
1.1545055,-0.47741926,0.10025814,140.0,140.0,40.0,0.827971,0.17202903,0.65054417,0.3494558,6.36
0.9488201,-1.2069309,0.5954311,25.0,200.0,5.0,0.8188581,0.18114197,0.7423124,0.25768766,4.69
0.9524719,-0.2524297,-1.4539349,25.0,250.0,60.0,0.82332695,0.17667305,0.7205183,0.27948168,12.8
-3.7233088,0.856744,1.4300191,25.0,25.0,10.0,0.8628226,0.13717742,0.6555258,0.34447417,22.3
1.1545055,-0.5694286,0.10025814,140.0,140.0,40.0,0.827971,0.17202903,0.65054417,0.3494558,9.17
-2.0236852,-1.5832614,0.043058336,180.0,180.0,0.0833,0.79687464,0.20312531,0.69392216,0.3060778,13.41
-2.1492548,-0.930555,-0.48725542,230.0,230.0,0.0833,0.7723576,0.2276424,0.7030779,0.29692215,13.0
1.541404,-0.3406309,0.73625064,25.0,150.0,0.0167,0.83045036,0.16954967,0.72424865,0.27575135,11.61
1.1545055,-0.96771306,-0.68345726,160.0,160.0,60.0,0.8259893,0.1740107,0.63587403,0.364126,7.7
-0.07247263,-1.5830137,1.2120152,95.0,95.0,1.0,0.83420765,0.16579236,0.67718863,0.32281137,2.3999999
1.1545055,-1.1174008,0.7413627,170.0,140.0,0.8,0.81034106,0.18965895,0.6768474,0.3231526,3.8999999
0.59674144,-1.2192389,-0.08272135,25.0,200.0,20.0,0.8237267,0.1762733,0.73047423,0.26952577,9.4
0.2478737,-0.31576547,0.68460417,160.0,160.0,0.5,0.8062581,0.19374192,0.68985367,0.31014636,9.61
-4.42991,-2.1000493,-0.35388535,105.0,190.0,30.0,0.816944,0.183056,0.6949074,0.30509257,23.95
-2.7802904,-0.3980192,-1.6395283,60.0,240.0,120.0,0.83918774,0.1608123,0.65296906,0.34703094,25.83
-1.6978815,-0.18975331,-0.58135116,25.0,280.0,0.0167,0.7944022,0.20559786,0.7787719,0.22122815,23.0
3.0019646,-0.6966913,-0.9573493,170.0,170.0,60.0,0.8217757,0.17822431,0.6378849,0.36211506,3.45
-3.1503532,-1.6533183,0.6371159,160.0,160.0,3.0,0.8071202,0.19287974,0.6876745,0.31232545,10.0
1.1545055,-0.51824194,-0.5757775,220.0,220.0,10.0,0.7811949,0.21880506,0.6927441,0.30725592,10.12
-4.718985,0.26484567,-1.2620544,80.0,210.0,180.0,0.8603287,0.1396713,0.5727034,0.4272966,29.79
-5.9449954,-1.8546988,0.65709674,160.0,160.0,2.0,0.80677575,0.19322427,0.6885472,0.3114528,25.62
-4.0730495,-1.5894758,-1.1072545,250.0,250.0,10.0,0.76593924,0.2340608,0.6982685,0.30173153,22.2
2.2488923,-1.4010812,0.15861052,25.0,230.0,10.0,0.8122901,0.18770994,0.7512483,0.24875174,2.2
1.080088,-1.145722,-1.4042846,25.0,240.0,60.0,0.82596487,0.1740351,0.715959,0.28404105,8.24
1.541404,-1.6545137,-1.6353195,255.0,255.0,60.0,0.7827186,0.21728139,0.65477765,0.3452223,7.8
-2.5768008,-1.2476295,-0.4679244,240.0,225.0,5.0,0.77397054,0.22602941,0.69357926,0.30642074,15.8
-1.6984288,-0.2547483,-1.9179637,160.0,300.0,60.0,0.78618276,0.21381718,0.70535266,0.2946474,18.96
-2.64964,-1.6352183,0.49019754,70.0,70.0,120.0,0.87561274,0.124387294,0.5585486,0.44145143,14.0
-6.0941725,-0.7845706,-0.7101183,120.0,180.0,240.0,0.8767766,0.123223424,0.48150703,0.51849294,33.29
3.3381593,-0.67727524,-0.045259982,25.0,230.0,15.0,0.81397027,0.18602972,0.7474296,0.2525704,2.7
0.69369555,-0.98038,-1.5525372,25.0,300.0,60.0,0.8096656,0.19033433,0.74263006,0.25737,11.21
-1.6142938,-1.2109147,-0.09862903,185.0,185.0,1.0,0.794845,0.20515497,0.69405395,0.3059461,13.51
-2.3938437,-0.48978683,-0.3588239,25.0,240.0,20.0,0.81287986,0.18712011,0.7478445,0.25215545,23.92
1.1545055,-0.49734092,-0.23755111,160.0,160.0,20.0,0.81290567,0.18709427,0.6726391,0.3273609,8.02
1.6583828,-1.3146241,-1.1390791,280.0,270.0,3.0,0.7504778,0.2495222,0.7049715,0.2950285,4.5
-2.0236852,-1.2266546,0.6918168,160.0,160.0,0.0833,0.8061141,0.19388592,0.690216,0.30978394,10.97
1.1545055,-0.52524096,0.024103835,140.0,140.0,90.0,0.8431551,0.15684496,0.6030346,0.39696535,10.13
-0.4452201,-1.240278,-1.2061965,25.0,320.0,30.0,0.79331213,0.20668788,0.7732452,0.22675478,8.91
-0.24986637,-1.3993396,-1.4005643,300.0,300.0,5.0,0.7367727,0.26322734,0.71153975,0.28846028,8.61
-3.7098951,-0.3237508,-0.3244033,180.0,180.0,10.0,0.8004015,0.19959849,0.6852916,0.31470844,26.42
-3.2806518,-0.90085924,0.6574877,150.0,150.0,10.0,0.8139567,0.18604335,0.6796386,0.32036138,19.18
-3.256619,-0.48063242,-0.5757775,220.0,220.0,10.0,0.7811949,0.21880506,0.6927441,0.30725592,13.34
0.39800176,-1.1692694,-0.1304841,100.0,220.0,960.0,0.9707789,0.029221175,0.052958656,0.94704133,6.9100003
-0.5639342,-1.3703946,-1.1072545,250.0,250.0,10.0,0.76593924,0.2340608,0.6982685,0.30173153,11.56
-1.0993404,0.28314495,-1.9663426,300.0,300.0,120.0,0.78306055,0.2169395,0.6071311,0.39286888,24.0
1.1545055,-0.560243,-1.2540947,200.0,200.0,60.0,0.80865633,0.19134368,0.6438886,0.35611138,12.93
2.4773784,-1.3790253,-0.5677371,25.0,230.0,30.0,0.8189413,0.18105873,0.7357429,0.26425713,5.0
-1.4500655,-0.24988756,0.4820642,150.0,150.0,15.0,0.81562537,0.18437469,0.67519593,0.32480404,11.53
-2.482947,-1.7640065,-1.6708248,220.0,220.0,90.0,0.80993205,0.19006792,0.6195619,0.3804381,15.0
-2.100564,-0.97977823,-1.5417352,25.0,310.0,60.0,0.80683845,0.19316155,0.7469126,0.25308743,18.86
0.31890142,-1.1352223,0.29449308,175.0,175.0,2.0,0.7998943,0.20010577,0.6913374,0.30866262,10.1
-2.745534,-1.3099675,1.0481477,120.0,120.0,0.167,0.823654,0.17634599,0.6826566,0.3173434,10.9800005
0.71945286,-1.0825564,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,7.81
1.976955,-0.08279527,0.2048415,115.0,115.0,180.0,0.8758316,0.12416838,0.50760823,0.49239177,8.02
-4.4198413,-0.048612855,1.4216015,50.0,50.0,0.5,0.85136193,0.1486381,0.6690265,0.3309735,16.3
-2.0897746,-0.67696023,-0.3462999,220.0,220.0,2.0,0.7781558,0.22184427,0.6996241,0.30037585,20.51
2.3349266,-1.4420098,-1.5518017,25.0,295.0,60.0,0.8110674,0.18893263,0.74047107,0.25952893,5.6000004
0.4653507,-0.8703715,-0.3722393,220.0,220.0,3.0,0.77853733,0.22146271,0.698769,0.30123106,13.37
3.3381593,-0.16646773,-1.0416892,25.0,280.0,30.0,0.80502117,0.19497882,0.75705624,0.24294376,5.2000003
-1.6142938,-1.3254479,0.66480464,165.0,165.0,0.0167,0.8038113,0.19618866,0.6912027,0.3087973,9.83
-1.2165072,-0.8694348,-0.46966094,25.0,273.0,0.0167,0.79647994,0.20352003,0.77604276,0.2239572,16.0
-0.4452201,-1.240556,-1.2061965,25.0,320.0,30.0,0.79331213,0.20668788,0.7732452,0.22675478,8.01
-2.141743,-0.36670646,0.044568382,180.0,180.0,0.0166,0.7968508,0.20314923,0.69397974,0.3060202,13.39
0.687352,-1.6712633,-1.023863,190.0,190.0,300.0,0.8809145,0.119085476,0.4031675,0.5968325,5.7000003
0.59674144,-0.18858603,-1.5620062,25.0,200.0,90.0,0.8450918,0.15490815,0.6709314,0.32906857,17.4
-0.46477535,-0.3883133,0.043058336,180.0,180.0,0.0833,0.79687464,0.20312531,0.69392216,0.3060778,12.5
2.5974307,-1.5532582,-1.1903497,280.0,280.0,0.83,0.74613816,0.25386187,0.7114504,0.2885496,3.0999997
-3.256619,-0.46090055,-1.7670772,240.0,240.0,90.0,0.80082965,0.19917037,0.62365246,0.3763476,26.14
-0.49532914,-1.5122366,1.20836,130.0,110.0,10.0,0.827854,0.17214602,0.66589147,0.3341085,2.9000003
-3.5967855,-0.2507743,-0.3027589,220.0,220.0,0.017,0.7773977,0.22260223,0.7013159,0.29868415,40.3
1.1545055,-0.5157239,-0.85774416,200.0,200.0,40.0,0.8017188,0.19828123,0.6623099,0.33769014,13.34
2.0664167,-1.309961,-0.5874749,250.0,200.0,30.0,0.7893425,0.21065754,0.6559041,0.34409595,3.5000002
1.817085,0.64984316,0.3573433,25.0,80.0,180.0,0.89231086,0.10768919,0.51901346,0.4809865,20.31
1.1545055,-0.51932,0.6432167,140.0,140.0,20.0,0.8215792,0.17842081,0.66879827,0.3312017,6.0000005
-1.4619858,-1.4045045,-1.7916462,280.0,280.0,60.0,0.7701182,0.22988182,0.6596749,0.34032512,15.61
1.1545055,-0.62560433,1.1062168,140.0,126.0,0.5,0.8189868,0.18101324,0.6792882,0.32071182,4.4
-0.28519964,-1.3489834,-1.4714866,45.0,255.0,60.0,0.8188144,0.18118562,0.7172031,0.28279692,13.09
-4.418028,-1.3238595,1.3595257,70.0,70.0,0.167,0.843764,0.156236,0.67316395,0.32683605,20.39
1.1545055,-0.57323295,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,7.53
1.1545055,-0.4803402,-0.85774416,200.0,200.0,40.0,0.8017188,0.19828123,0.6623099,0.33769014,12.400001
-2.5768008,-1.497424,0.19461174,170.0,170.0,10.0,0.80500054,0.19499946,0.68341327,0.31658676,10.83
1.5884987,-1.7054738,-1.5525372,25.0,300.0,60.0,0.8096656,0.19033433,0.74263006,0.25737,6.0000005
-0.5411444,-1.2964305,0.07702926,25.0,80.0,60.0,0.86403054,0.13596949,0.63738364,0.36261636,13.3
-0.26415893,-1.93073,-1.5525372,25.0,300.0,60.0,0.8096656,0.19033433,0.74263006,0.25737,9.0
1.5884987,-1.2318941,-1.5525372,25.0,300.0,60.0,0.8096656,0.19033433,0.74263006,0.25737,3.5000002
-4.05594,-1.8619695,1.2449558,25.0,25.0,20.0,0.8654192,0.13458076,0.64628685,0.35371312,13.3
-0.2458794,-0.084131,0.65709674,160.0,160.0,2.0,0.80677575,0.19322427,0.6885472,0.3114528,17.04
1.1545055,0.42985284,-0.57284987,160.0,160.0,40.0,0.81953996,0.18046005,0.6544874,0.34551263,20.369999
1.1545055,-0.5144841,-1.2540947,200.0,200.0,60.0,0.80865633,0.19134368,0.6438886,0.35611138,13.77
-0.49532914,-1.6365777,0.8289134,100.0,100.0,30.0,0.8409564,0.1590436,0.65187967,0.34812036,6.3
1.1545055,-0.49646044,-0.56661177,200.0,200.0,20.0,0.7945936,0.20540638,0.6802514,0.31974858,11.5
-3.6863542,-0.16399091,-0.7552167,220.0,220.0,30.0,0.7886613,0.2113387,0.67516875,0.32483122,33.85
-3.256619,-0.47929862,-0.9332685,220.0,220.0,40.0,0.7923239,0.20767611,0.66618836,0.33381158,15.219999
1.976955,1.2177147,0.1550221,130.0,130.0,180.0,0.87101626,0.12898374,0.5108679,0.48913208,16.26
-0.53678554,-1.3967639,-0.96490866,260.0,260.0,0.0833,0.75667757,0.24332239,0.7084946,0.29150537,12.21
-1.3944796,-1.3667935,-1.8845072,160.0,280.0,120.0,0.81324685,0.18675312,0.64196223,0.35803774,15.29
1.1545055,-0.45811817,0.7413627,170.0,140.0,0.8,0.81034106,0.18965895,0.6768474,0.3231526,4.4
1.1545055,-0.50595886,-0.003825408,180.0,180.0,2.0,0.79756,0.20244002,0.6922644,0.30773565,12.14
-2.82788,0.6554236,1.3099098,80.0,80.0,0.333,0.83994675,0.16005327,0.6749261,0.3250739,20.83
0.16473211,-1.4062747,-0.6803466,200.0,200.0,30.0,0.7981797,0.2018203,0.67134315,0.32865685,6.3
1.4853187,-1.6262828,-1.5417352,25.0,310.0,60.0,0.80683845,0.19316155,0.7469126,0.25308743,7.1
0.22497924,-1.0442731,1.1434563,105.0,105.0,2.0,0.8304637,0.16953628,0.67819977,0.3218002,5.9100003
0.27108344,-1.4411997,1.2486651,90.0,90.0,0.167,0.8359537,0.16404635,0.67697865,0.32302138,2.3999999
2.084927,-0.93730384,-0.33059567,200.0,200.0,10.0,0.7909605,0.20903951,0.6890301,0.31096992,4.4700003
-0.5411444,1.4418966,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,19.3
1.1545055,-0.48085958,-0.4290786,220.0,220.0,5.0,0.77929896,0.22070104,0.69705445,0.30294558,10.51
-3.943689,-0.13587162,-1.6235034,25.0,350.0,120.0,0.8159762,0.18402381,0.7167434,0.2832566,23.96
-3.7098951,-0.31884664,-0.84769416,180.0,180.0,20.0,0.80391127,0.19608878,0.67645687,0.32354307,36.54
0.9524719,-1.121094,1.4308058,30.0,30.0,5.0,0.85976696,0.14023302,0.66107684,0.33892313,2.1000001
0.51824915,-0.31367055,-1.4470036,278.0,278.0,12.0,0.75187385,0.2481261,0.70167375,0.29832622,20.0
2.5974307,-1.4017643,-0.82868004,250.0,250.0,0.167,0.76201814,0.23798192,0.7066249,0.29337505,1.9999998
-0.24986637,-1.7210003,0.2762042,25.0,220.0,10.0,0.8150558,0.18494423,0.7470142,0.25298578,4.01
1.635114,-1.6464844,-1.1852319,320.0,348.0,300.0,0.8281415,0.17185849,0.4461694,0.5538306,3.6999996
1.1545055,-0.4676521,-0.16301113,140.0,140.0,60.0,0.83417994,0.16582,0.6318379,0.3681621,6.7
-2.0236852,-1.3417815,0.9307842,145.0,145.0,0.33,0.8129147,0.18708527,0.6872047,0.31279528,8.1
1.1545055,-0.5160616,-0.57284987,160.0,160.0,40.0,0.81953996,0.18046005,0.6544874,0.34551263,19.36
-2.1924248,-1.2491275,-1.8529547,210.0,255.0,90.0,0.8016307,0.19836934,0.6411544,0.3588456,23.06
-2.7802904,-1.216132,-0.8651097,250.0,250.0,2.0,0.7627525,0.23724753,0.70507747,0.29492253,14.43
-1.8633715,1.5754803,0.81301135,150.0,150.0,0.0833,0.8106127,0.18938737,0.6883538,0.31164625,20.32
2.5974307,-1.4212185,-0.8999605,255.0,255.0,0.17,0.75937617,0.24062388,0.7075229,0.29247707,2.6000001
0.66863286,-0.8531582,-0.49988973,25.0,155.0,60.0,0.84714186,0.15285815,0.6754633,0.3245367,9.0
1.1545055,-0.49818894,-0.68345726,160.0,160.0,60.0,0.8259893,0.1740107,0.63587403,0.364126,12.37
2.5974307,-1.5532528,-1.1828294,280.0,280.0,0.33,0.7459286,0.25407135,0.71186763,0.28813243,2.4999998
1.1545055,-0.49481773,-1.1549037,180.0,180.0,40.0,0.8107902,0.18920985,0.6584094,0.34159058,11.21
1.1545055,-0.49841145,-0.23755111,160.0,160.0,20.0,0.81290567,0.18709427,0.6726391,0.3273609,10.88
0.5176942,-0.78536063,-1.3863859,100.0,250.0,60.0,0.81123704,0.18876293,0.6991547,0.30084532,12.31
-1.9083992,-0.9186845,1.4399993,25.0,25.0,0.167,0.86022836,0.13977166,0.6644973,0.33550268,7.03
-0.07247263,-1.3997098,0.3617676,25.0,25.0,60.0,0.8753934,0.12460654,0.6082857,0.39171427,6.9
1.7428236,-1.0163091,-0.67338973,240.0,240.0,0.333,0.7673099,0.23269008,0.70467865,0.29532135,4.9100003
0.14382733,-1.2664282,-0.6321742,25.0,240.0,30.0,0.8162206,0.18377945,0.74009997,0.2599001,6.98
-0.105770126,-0.8880639,-0.56661177,200.0,200.0,20.0,0.7945936,0.20540638,0.6802514,0.31974858,15.0
